Tweet,Target,Stance
"wikipedia perhaps authoritative reference still reflection dr. dupont 's credentials claims marijuana dangerous drug"",[11 claim odds current scientific consensus. 12 served paid consultant straight incorporated controversial non profit drug rehabilitation program youth subject numerous allegations abuse successfully sued false imprisonment maltreatment considering position drug czar presidents nixon ford difficult infer biases may originated. agree others posted subscribe belief drug abuse product addictive personality finds medication produces pleasure and/or relief overwhelm concerns dependence",a gateway drug,NEUTRAL
people addicted marijuana three times likely addicted heroin. since thing addiction marijuana total nonsense. know people smoke 5 6 joints day every single day go without 4 week vacation overseas without missing bit. neither cigarette smokers heroin addicts. legalization marijuana increases availability drug acceptability use. problem availability marijuana without legalization. anyone wants get within 2 hours right nyc,a gateway drug,AGAINST
marijuana addictive -- much less dangerous alcohol. gate way drugs prescription meds found medicine cabinets everywhere. heroin lot less expensive marijuana marijuana legal less expensive fewer people would want heroin,a gateway drug,NEUTRAL
doofus real. one explain logical fallacy confusing correlation causation. freshman students dismantle laughably flawed reasoning ... fact may borrow article new students logic course practice,a gateway drug,FAVOR
proven gateway drug opioid abuse prescription opioids way completely legal handed like candy medical professionals. marijuana hand never proven gateway drug drug abuse,a gateway drug,NEUTRAL
proven gateway drug opioid abuse prescription opioids way completely legal handed like candy medical professionals. marijuana hand never proven gateway drug drug abuse,a gateway drug,NEUTRAL
increase heroin use nothing marijuana. irresponsible even suggest. increase use caused prescription drug oxycodone. took dirty drug heroin made clean pill. perfect storm young population already love pills. oxycodone black market going 20 60 dollars depending strength. lead cash strapped youth seek methods smoking make go. eventually figure smoking oxycodone smoking heroin identical heroin lot cheaper. may go shooting assuming survive smoking stage. guess fact mds pharmaceutical industry blame might hard another doctor accept blame marijuana always worked past,a gateway drug,NEUTRAL
increase heroin use nothing marijuana. irresponsible even suggest. increase use caused prescription drug oxycodone. took dirty drug heroin made clean pill. perfect storm young population already love pills. oxycodone black market going 20 60 dollars depending strength. lead cash strapped youth seek methods smoking make go. eventually figure smoking oxycodone smoking heroin identical heroin lot cheaper. may go shooting assuming survive smoking stage. guess fact mds pharmaceutical industry blame might hard another doctor accept blame marijuana always worked past,a gateway drug,NEUTRAL
increase heroin use nothing marijuana. irresponsible even suggest. increase use caused prescription drug oxycodone. took dirty drug heroin made clean pill. perfect storm young population already love pills. oxycodone black market going 20 60 dollars depending strength. lead cash strapped youth seek methods smoking make go. eventually figure smoking oxycodone smoking heroin identical heroin lot cheaper. may go shooting assuming survive smoking stage. guess fact mds pharmaceutical industry blame might hard another doctor accept blame marijuana always worked past,a gateway drug,NEUTRAL
people stupid. know difference something illegal wrong something illegal legislature state declared illegal. things illegal opportunity police arresting people especially racial minorities poor. dr. dupont know marijuana addictive. upton sinclair said difficult get man understand something salary depends upon understanding,a gateway drug,NEUTRAL
people stupid. know difference something illegal wrong something illegal legislature state declared illegal. things illegal opportunity police arresting people especially racial minorities poor. dr. dupont know marijuana addictive. upton sinclair said difficult get man understand something salary depends upon understanding,a gateway drug,NEUTRAL
people stupid. know difference something illegal wrong something illegal legislature state declared illegal. things illegal opportunity police arresting people especially racial minorities poor. dr. dupont know marijuana addictive. upton sinclair said difficult get man understand something salary depends upon understanding,a gateway drug,AGAINST
respect. dumbest argument heard ... ok maybe tried weed 14. became social smoker around age 25 many times tried heroin. zero like saying donuts gateway diabetes. educate children around. clearly trying scare people increases curiosity. like telling child something. want. responsible. nothing wrong trying escape reality couple hours. especially craiznews going world. responsible,a gateway drug,NEUTRAL
respect. dumbest argument heard ... ok maybe tried weed 14. became social smoker around age 25 many times tried heroin. zero like saying donuts gateway diabetes. educate children around. clearly trying scare people increases curiosity. like telling child something. want. responsible. nothing wrong trying escape reality couple hours. especially craiznews going world. responsible,a gateway drug,NEUTRAL
respect. dumbest argument heard ... ok maybe tried weed 14. became social smoker around age 25 many times tried heroin. zero like saying donuts gateway diabetes. educate children around. clearly trying scare people increases curiosity. like telling child something. want. responsible. nothing wrong trying escape reality couple hours. especially craiznews going world. responsible,a gateway drug,NEUTRAL
pot may historically correlated increased illegal drug use. perhaps deciding factor n't marajuana illegal activity 've done one thing illegal 's easy. legalizing longer gateway illegal activity,a gateway drug,NEUTRAL
pot may historically correlated increased illegal drug use. perhaps deciding factor n't marajuana illegal activity 've done one thing illegal 's easy. legalizing longer gateway illegal activity,a gateway drug,NEUTRAL
pot may historically correlated increased illegal drug use. perhaps deciding factor n't marajuana illegal activity 've done one thing illegal 's easy. legalizing longer gateway illegal activity,a gateway drug,AGAINST
pot may historically correlated increased illegal drug use. perhaps deciding factor n't marajuana illegal activity 've done one thing illegal 's easy. legalizing longer gateway illegal activity,a gateway drug,NEUTRAL
pot may historically correlated increased illegal drug use. perhaps deciding factor n't marajuana illegal activity 've done one thing illegal 's easy. legalizing longer gateway illegal activity,a gateway drug,AGAINST
pot may historically correlated increased illegal drug use. perhaps deciding factor n't marajuana illegal activity 've done one thing illegal 's easy. legalizing longer gateway illegal activity,a gateway drug,NEUTRAL
embarrassed n times giving space tired old myth. time times make stand truth. middle east fracking climate change ca n't bernie sanders least marijuanna,a gateway drug,NEUTRAL
embarrassed n times giving space tired old myth. time times make stand truth. middle east fracking climate change ca n't bernie sanders least marijuanna,a gateway drug,NEUTRAL
proven gateway drug opioid abuse prescription opioids way completely legal handed like candy medical professionals. marijuana hand never proven gateway drug drug abuse,a gateway drug,NEUTRAL
proven gateway drug opioid abuse prescription opioids way completely legal handed like candy medical professionals. marijuana hand never proven gateway drug drug abuse,a gateway drug,NEUTRAL
pot gateway drug would dead overdose 20 years ago. friends make fun lightweight drinker. new year 's resolution year drink glass red wine daily health purposes. failed within week. n't get wrong product generation. 've done cocaine really n't like pharmaceuticals hate lsd loved hope get another chance die. none things including pot taken control life. sorry 're wrong,a gateway drug,NEUTRAL
"mds scientists. correlation causation. 'd rather someone self medicate preferrably legal marijuana. prohibition makes hard drugs seem equivalent risks making gateway claims self fulfilling. robert dupont md wikipedia claims marijuana dangerous drug"",[11 claim odds current scientific consensus. 12 served paid consultant straight incorporated controversial non profit drug rehabilitation program youth subject numerous allegations abuse successfully sued false imprisonment maltreatment. 13",a gateway drug,NEUTRAL
marijuana gateway drug alcohol milk matter. addiction disorder comes many forms mental disorder requires attention vice. n't wasted enough time money lives learn lesson,a gateway drug,NEUTRAL
marijuana gateway drug alcohol milk matter. addiction disorder comes many forms mental disorder requires attention vice. n't wasted enough time money lives learn lesson,a gateway drug,NEUTRAL
whole issue gateway drugs complex one. yes true many heroin users started marijuana marijuana users n't ever go heroin. 's also worth noting users prescription opioids nonmedical reasons n't end using heroin although many heroin users used drugs. evidence patients prescribed opioids legitimate pain complaints go use heroin despite many news stories suggesting common occurrence,a gateway drug,NEUTRAL
whole issue gateway drugs complex one. yes true many heroin users started marijuana marijuana users n't ever go heroin. 's also worth noting users prescription opioids nonmedical reasons n't end using heroin although many heroin users used drugs. evidence patients prescribed opioids legitimate pain complaints go use heroin despite many news stories suggesting common occurrence,a gateway drug,NEUTRAL
whole issue gateway drugs complex one. yes true many heroin users started marijuana marijuana users n't ever go heroin. 's also worth noting users prescription opioids nonmedical reasons n't end using heroin although many heroin users used drugs. evidence patients prescribed opioids legitimate pain complaints go use heroin despite many news stories suggesting common occurrence,a gateway drug,NEUTRAL
perhaps look legal drugs proceed marijuana use like tobacco nicotine alcohol. perhaps looks current new opiate addicts get starts opiates. would friendly local physician pain clinics. role pot gateway drug little statistical evidence criminalization marijuana terrible social effects youth minority populations. perhaps research social effects marijuana illegal sentencing guidelines based marijuana. believe much current addictive disorders profit power driven,a gateway drug,NEUTRAL
perhaps look legal drugs proceed marijuana use like tobacco nicotine alcohol. perhaps looks current new opiate addicts get starts opiates. would friendly local physician pain clinics. role pot gateway drug little statistical evidence criminalization marijuana terrible social effects youth minority populations. perhaps research social effects marijuana illegal sentencing guidelines based marijuana. believe much current addictive disorders profit power driven,a gateway drug,NEUTRAL
perhaps look legal drugs proceed marijuana use like tobacco nicotine alcohol. perhaps looks current new opiate addicts get starts opiates. would friendly local physician pain clinics. role pot gateway drug little statistical evidence criminalization marijuana terrible social effects youth minority populations. perhaps research social effects marijuana illegal sentencing guidelines based marijuana. believe much current addictive disorders profit power driven,a gateway drug,NEUTRAL
exactly right target. believe view become prevalent go along. particular mj 's viable substitute opioid use treat pain probably become well known received blessing. table turning right. let 's see plays,a gateway drug,AGAINST
embarrassed n times giving space tired old myth. time times make stand truth. middle east fracking climate change ca n't bernie sanders least marijuanna,a gateway drug,NEUTRAL
exactly right target. believe view become prevalent go along. particular mj 's viable substitute opioid use treat pain probably become well known received blessing. table turning right. let 's see plays,a gateway drug,AGAINST
exactly right target. believe view become prevalent go along. particular mj 's viable substitute opioid use treat pain probably become well known received blessing. table turning right. let 's see plays,a gateway drug,AGAINST
crybaby vaunting dumb old tired inaccurate arguments kept war drugs wrecking american lives five decades. one actual architects entire monstrosity first place still flagging towel rising seas populist demand,a gateway drug,NEUTRAL
crybaby vaunting dumb old tired inaccurate arguments kept war drugs wrecking american lives five decades. one actual architects entire monstrosity first place still flagging towel rising seas populist demand,a gateway drug,NEUTRAL
crybaby vaunting dumb old tired inaccurate arguments kept war drugs wrecking american lives five decades. one actual architects entire monstrosity first place still flagging towel rising seas populist demand,a gateway drug,NEUTRAL
crybaby vaunting dumb old tired inaccurate arguments kept war drugs wrecking american lives five decades. one actual architects entire monstrosity first place still flagging towel rising seas populist demand,a gateway drug,NEUTRAL
crybaby vaunting dumb old tired inaccurate arguments kept war drugs wrecking american lives five decades. one actual architects entire monstrosity first place still flagging towel rising seas populist demand,a gateway drug,NEUTRAL
pot gateway drug would dead overdose 20 years ago. friends make fun lightweight drinker. new year 's resolution year drink glass red wine daily health purposes. failed within week. n't get wrong product generation. 've done cocaine really n't like pharmaceuticals hate lsd loved hope get another chance die. none things including pot taken control life. sorry 're wrong,a gateway drug,NEUTRAL
pot gateway drug would dead overdose 20 years ago. friends make fun lightweight drinker. new year 's resolution year drink glass red wine daily health purposes. failed within week. n't get wrong product generation. 've done cocaine really n't like pharmaceuticals hate lsd loved hope get another chance die. none things including pot taken control life. sorry 're wrong,a gateway drug,NEUTRAL
"mds scientists. correlation causation. 'd rather someone self medicate preferrably legal marijuana. prohibition makes hard drugs seem equivalent risks making gateway claims self fulfilling. robert dupont md wikipedia claims marijuana dangerous drug"",[11 claim odds current scientific consensus. 12 served paid consultant straight incorporated controversial non profit drug rehabilitation program youth subject numerous allegations abuse successfully sued false imprisonment maltreatment. 13",a gateway drug,NEUTRAL
exactly right target. believe view become prevalent go along. particular mj 's viable substitute opioid use treat pain probably become well known received blessing. table turning right. let 's see plays,a gateway drug,AGAINST
'll bet heroin users drank milk children. make gateway drug. type nonsense around last 50 years. 's never right never despite many times 's repeated rich touch old doctors contributed problem first place. problem cannabis,a gateway drug,AGAINST
'll bet heroin users drank milk children. make gateway drug. type nonsense around last 50 years. 's never right never despite many times 's repeated rich touch old doctors contributed problem first place. problem cannabis,a gateway drug,AGAINST
'll bet heroin users drank milk children. make gateway drug. type nonsense around last 50 years. 's never right never despite many times 's repeated rich touch old doctors contributed problem first place. problem cannabis,a gateway drug,AGAINST
two main reasons people switch cannabis pharmaceuticals drugs alcohol less side effects less withdrawal 41 state use cannabis substitute alcohol 36.1 use cannabis substitute illicit substances 67.8 use cannabis substitute prescription drugs. three main reasons cited cannabis related substitution less withdrawal 67.7 fewer side effects 60.4 better symptom management suggesting many patients may already identified cannabis effective potentially safer adjunct alternative prescription drug regimen. lucas et al. cannabis substitute alcohol drugs dispensary based survey substitution effect canadian medical cannabis patients. addiction research theory. 2013,a gateway drug,FAVOR
two main reasons people switch cannabis pharmaceuticals drugs alcohol less side effects less withdrawal 41 state use cannabis substitute alcohol 36.1 use cannabis substitute illicit substances 67.8 use cannabis substitute prescription drugs. three main reasons cited cannabis related substitution less withdrawal 67.7 fewer side effects 60.4 better symptom management suggesting many patients may already identified cannabis effective potentially safer adjunct alternative prescription drug regimen. lucas et al. cannabis substitute alcohol drugs dispensary based survey substitution effect canadian medical cannabis patients. addiction research theory. 2013,a gateway drug,FAVOR
're lucky cannabis use decrease use alcohol. cannabis n't gateway 's flagstone well worn path. gateway. sugar caffeine first substances one comes contact mood altering properties followed alcohol. many cannabis users never tried alcohol coffee sugary caffeinated soda. detractors cannabis always seem financial interest vilifying,a gateway drug,AGAINST
're lucky cannabis use decrease use alcohol. cannabis n't gateway 's flagstone well worn path. gateway. sugar caffeine first substances one comes contact mood altering properties followed alcohol. many cannabis users never tried alcohol coffee sugary caffeinated soda. detractors cannabis always seem financial interest vilifying,a gateway drug,NEUTRAL
're lucky cannabis use decrease use alcohol. cannabis n't gateway 's flagstone well worn path. gateway. sugar caffeine first substances one comes contact mood altering properties followed alcohol. many cannabis users never tried alcohol coffee sugary caffeinated soda. detractors cannabis always seem financial interest vilifying,a gateway drug,NEUTRAL
'd like call marijuana gateway drug 'll include tobacco alcohol .... also indicators. n't lets focus attention solving real problems. country n't marijuana problem 's correlation people addicted harder drugs like alcohol painkillers also smoke pot n't make pot cause. time energy resources let 's work drugs know dangerous lets work general education addiction. diverting attention energies epidemic level heroin use example teaching addiction generally instead focus marijuana specifically worse pointless cost lives,a gateway drug,NEUTRAL
'd like call marijuana gateway drug 'll include tobacco alcohol .... also indicators. n't lets focus attention solving real problems. country n't marijuana problem 's correlation people addicted harder drugs like alcohol painkillers also smoke pot n't make pot cause. time energy resources let 's work drugs know dangerous lets work general education addiction. diverting attention energies epidemic level heroin use example teaching addiction generally instead focus marijuana specifically worse pointless cost lives,a gateway drug,NEUTRAL
sorry n't buy. robert l. dupont profits reforming addicts testing course wants us believe rheoretic. know dozens people smoke marijuana one heroin addict mix. guess logic say milk gateway vodka,a gateway drug,FAVOR
better question though many people used marijuana use illegal drugs. think answer would surprise. correlation causation sooner learn sooner get real root opiate addition problem,a gateway drug,FAVOR
doofus real. one explain logical fallacy confusing correlation causation. freshman students dismantle laughably flawed reasoning ... fact may borrow article new students logic course practice,a gateway drug,AGAINST
marijuana addictive -- much less dangerous alcohol. gate way drugs prescription meds found medicine cabinets everywhere. heroin lot less expensive marijuana marijuana legal less expensive fewer people would want heroin,a gateway drug,NEUTRAL
marijuana addictive -- much less dangerous alcohol. gate way drugs prescription meds found medicine cabinets everywhere. heroin lot less expensive marijuana marijuana legal less expensive fewer people would want heroin,a gateway drug,NEUTRAL
establishing third legal drug along tobacco alcohol increase drug abuse including expanding opioid epidemic. well problem legalizing marijuana make three legal drugs ... n't make tobacco illegal alcohol. drugs vastly deaths attributed marijuana ever. hate scare tactics,a gateway drug,AGAINST
marijuana addictive -- much less dangerous alcohol. gate way drugs prescription meds found medicine cabinets everywhere. heroin lot less expensive marijuana marijuana legal less expensive fewer people would want heroin,a gateway drug,NEUTRAL
proven gateway drug opioid abuse prescription opioids way completely legal handed like candy medical professionals. marijuana hand never proven gateway drug drug abuse,a gateway drug,FAVOR
come surprise vast majority heroin users used marijuana many drugs long used heroin using heroin. come surprise vast majority heroin users used milk many dairy products long used heroin using heroin. therefore milk dairy products gateway drug heroin banned,a gateway drug,FAVOR
come surprise vast majority heroin users used marijuana many drugs long used heroin using heroin. come surprise vast majority heroin users used milk many dairy products long used heroin using heroin. therefore milk dairy products gateway drug heroin banned,a gateway drug,FAVOR
author misses point. marijuana massively popular drug something like 1 three americans admit tried least. heroin like 1 100. way actually works people try marijuana anything else. vast majority go anything else marijuana preceded. analogy riding motorcycles dangerous relatively people. bicycle riding us much easier safer people ride bicycle get motorcycle. make sense ban bicycles order prevent harms motorcycle riding. problem correlation goes way. habitual heroin user makes likely 've used marijuana. n't mean smoking marijuana makes likely go harder drugs. ask many friends smoke marijuana ever done heroin. answer tiny. man m.d.. know better spreading disinformation,a gateway drug,NEUTRAL
author misses point. marijuana massively popular drug something like 1 three americans admit tried least. heroin like 1 100. way actually works people try marijuana anything else. vast majority go anything else marijuana preceded. analogy riding motorcycles dangerous relatively people. bicycle riding us much easier safer people ride bicycle get motorcycle. make sense ban bicycles order prevent harms motorcycle riding. problem correlation goes way. habitual heroin user makes likely 've used marijuana. n't mean smoking marijuana makes likely go harder drugs. ask many friends smoke marijuana ever done heroin. answer tiny. man m.d.. know better spreading disinformation,a gateway drug,NEUTRAL
marijuana addictive -- much less dangerous alcohol. gate way drugs prescription meds found medicine cabinets everywhere. heroin lot less expensive marijuana marijuana legal less expensive fewer people would want heroin,a gateway drug,FAVOR
marijuana addictive -- much less dangerous alcohol. gate way drugs prescription meds found medicine cabinets everywhere. heroin lot less expensive marijuana marijuana legal less expensive fewer people would want heroin,a gateway drug,NEUTRAL
marijuana gateway drug alcohol milk matter. addiction disorder comes many forms mental disorder requires attention vice. n't wasted enough time money lives learn lesson,a gateway drug,AGAINST
'd like call marijuana gateway drug 'll include tobacco alcohol .... also indicators. n't lets focus attention solving real problems. country n't marijuana problem 's correlation people addicted harder drugs like alcohol painkillers also smoke pot n't make pot cause. time energy resources let 's work drugs know dangerous lets work general education addiction. diverting attention energies epidemic level heroin use example teaching addiction generally instead focus marijuana specifically worse pointless cost lives,a gateway drug,AGAINST
wonder ever occurs gateway camp extent marijuana gateway drug treat marijuana far harmful actually. remember growing warnings terrible things would happen used drugs. heroin cocaine marijuana lumped together. 've never tried cocaine heroin school counselors convinced like marijuana might. addiction scourge even pot addiction 's nowhere near harmful scourge mass incarceration,a gateway drug,NEUTRAL
